Accession,Length,Geo_Location,Collection_Date,GenBank_Title
MT251977,29829,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW234/2020, complete genome"
MT251973,29871,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW237/2020, complete genome"
MT251978,29905,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW235/2020, complete genome"
MT251979,29839,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW241/2020, complete genome"
MT251980,29845,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW242/2020, complete genome"
MT251974,29852,USA: CT,2020-03-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW238/2020, complete genome"
MT251972,29861,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW236/2020, complete genome"
MT246451,29868,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW194/2020, complete genome"
MT246453,29823,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW196/2020, complete genome"
MT246454,29892,USA: WA,2020-03-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW197/2020, complete genome"
MT246461,29877,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW204/2020, complete genome"
MT246462,29903,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW205/2020, complete genome"
MT246490,29850,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW233/2020, complete genome"
MT246450,29872,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW193/2020, complete genome"
MT246452,29888,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW195/2020, complete genome"
MT246464,29818,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW207/2020, complete genome"
MT246470,29860,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW213/2020, complete genome"
MT246474,29884,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW217/2020, complete genome"
MT246480,29904,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW223/2020, complete genome"
MT246481,29873,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW224/2020, complete genome"
MT246482,29844,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW225/2020, complete genome"
MT246457,29843,USA: WA,2020-03-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW200/2020, complete genome"
MT246459,29909,USA: WA,2020-03-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW202/2020, complete genome"
MT246466,29897,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW209/2020, complete genome"
MT246489,29864,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW232/2020, complete genome"
MT246456,29846,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW199/2020, complete genome"
MT246458,29765,USA: WA,2020-03-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW201/2020, complete genome"
MT246475,29877,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW218/2020, complete genome"
MT246476,29863,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW219/2020, complete genome"
MT246477,29886,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW220/2020, complete genome"
MT246479,29828,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW222/2020, complete genome"
MT246487,29883,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW230/2020, complete genome"
MT246449,29828,USA: WA,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW192/2020, complete genome"
MT246455,29857,USA: WA,2020-03-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW198/2020, complete genome"
MT246468,29843,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW211/2020, complete genome"
MT246469,29869,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW212/2020, complete genome"
MT246486,29867,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW229/2020, complete genome"
MT246488,29842,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW231/2020, complete genome"
MT246467,29899,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW210/2020, complete genome"
MT246478,29889,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW221/2020, complete genome"
MT246485,29775,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW228/2020, complete genome"
MT246460,29917,USA: WA,2020-03-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW203/2020, complete genome"
MT246471,29871,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW214/2020, complete genome"
MT246472,29810,USA: WA,2020-03-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW215/2020, complete genome"
MT246473,29825,USA: WA,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW216/2020, complete genome"
MT246484,29870,USA: WA,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW227/2020, complete genome"
MT233526,29847,USA: WA,2020-01-19,"Severe acute respiratory syndrome coronavirus 2 strain FDAARGOS_983 isolate 2019-nCoV/USA-WA1/2020, complete genome"
MT246667,29867,USA: WA,2020-01-19,"Severe acute respiratory syndrome coronavirus 2 strain FDAARGOS_983 isolate 2019-nCoV/USA-WA1/2020, complete genome"
MT240479,29836,Pakistan: Gilgit,2020-03-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PAK/Gilgit1/2020, complete genome"
MT233522,29782,Spain: Valencia,2020-03-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia7/2020, complete genome"
MT233523,29782,Spain: Valencia,2020-03-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia8/2020, complete genome"
MT233519,29782,Spain: Valencia,2020-02-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia5/2020, complete genome"
MT226610,29899,China,2020-01-20,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/KMS1/2020, complete genome"
MT198652,29782,Spain: Valencia,2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia003/2020, complete genome"
MT192759,29862,Taiwan,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-01/2020, complete genome"
MT192765,29829,USA: CA,2020-03-11,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PC00101P/2020, complete genome"
MT192772,29891,Viet Nam: Ho Chi Minh city,2020-01-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VNM/nCoV-19-01S/2020, complete genome"
MT192773,29890,Viet Nam: Ho Chi Minh city,2020-01-22,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VNM/nCoV-19-02S/2020, complete genome"
MT188341,29835,USA: MN,2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN1-MDH1/2020, complete genome"
MT188339,29783,USA: MN,2020-03-09,"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN3-MDH3/2020, complete genome"
MT188340,29845,USA: MN,2020-03-07,"Severe acute respiratory syndrome coronavirus 2 isolate USA/MN2-MDH2/2020, complete genome"
MT184912,29882,USA,2020-02-17,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-25/2020, complete genome"
MT184910,29882,USA,2020-02-18,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-23/2020, complete genome"
MT184911,29882,USA,2020-02-17,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-24/2020, complete genome"
MT184913,29882,USA,2020-02-24,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-26/2020, complete genome"
MT184909,29882,USA,2020-02-21,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-22/2020, complete genome"
MT184907,29882,USA,2020-02-18,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-19/2020, complete genome"
MT184908,29880,USA,2020-02-21,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-21/2020, complete genome"
MT163716,29903,USA: WA,2020-02-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA3-UW1/2020, complete genome"
MT163719,29903,USA: WA,2020-03-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA7-UW4/2020, complete genome"
MT163717,29897,USA: WA,2020-02-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA4-UW2/2020, complete genome"
MT163718,29903,USA: WA,2020-02-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA6-UW3/2020, complete genome"
MT159706,29882,USA,2020-02-17,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-8/2020, complete genome"
MT159707,29882,USA,2020-02-17,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-10/2020, complete genome"
MT159717,29882,USA,2020-02-17,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-1/2020, complete genome"
MT159716,29867,USA,2020-02-24,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-18/2020, complete genome"
MT159719,29882,USA,2020-02-18,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-3/2020, complete genome"
MT159709,29882,USA,2020-02-20,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-12/2020, complete genome"
MT159710,29882,USA,2020-02-17,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-9/2020, complete genome"
MT159712,29882,USA,2020-02-25,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-14/2020, complete genome"
MT159713,29882,USA,2020-02-18,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-15/2020, complete genome"
MT159714,29882,USA,2020-02-18,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-16/2020, complete genome"
MT159722,29882,USA,2020-02-21,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-6/2020, complete genome"
MT159711,29882,USA,2020-02-20,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-13/2020, complete genome"
MT159715,29882,USA,2020-02-24,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-17/2020, complete genome"
MT159718,29882,USA,2020-02-18,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-2/2020, complete genome"
MT159720,29882,USA,2020-02-21,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-4/2020, complete genome"
MT159721,29882,USA,2020-02-21,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-5/2020, complete genome"
MT159708,29882,USA,2020-02-17,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-11/2020, complete genome"
MT121215,29945,China: Shanghai,2020-02-02,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/SH01/2020, complete genome"
MT159705,29882,USA,2020-02-17,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-7/2020, complete genome"
MT066156,29867,Italy,2020-01-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/INMI1/2020, complete genome"
MT050493,29851,India: Kerala State,2020-01-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/166/2020, complete genome"
MT012098,29854,India: Kerala State,2020-01-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/29/2020, complete genome"
MT152824,29878,USA: WA,2020-02-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA2/2020, complete genome"
MT135043,29903,China: Beijing,2020-01-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/233/2020, complete genome"
MT135042,29903,China: Beijing,2020-01-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/231/2020, complete genome"
MT135041,29903,China: Beijing,2020-01-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/105/2020, complete genome"
MT135044,29903,China: Beijing,2020-01-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/235/2020, complete genome"
MT126808,29876,Brazil,2020-02-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SP02/2020, complete genome"
MT123290,29891,China: Guangzhou,2020-02-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC01/2020, complete genome"
MT123291,29882,China: Guangzhou,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC02/2020, complete genome"
MT123292,29923,China: Guangzhou,2020-01-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC04/2020, complete genome"
MT123293,29871,China: Guangzhou,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC03/2020, complete genome"
MT118835,29882,USA: CA,2020-02-23,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA9/2020, complete genome"
MT106052,29882,USA: CA,2020-02-06,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA7/2020, complete genome"
MT106053,29882,USA: CA,2020-02-10,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA8/2020, complete genome"
MT106054,29882,USA: TX,2020-02-11,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-TX1/2020, complete genome"
MT093571,29886,Sweden,2020-02-07,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SWE/01/2020, complete genome"
MT093631,29860,China,2020-01-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/WH-09/2020, complete genome"
MT072688,29811,Nepal,2020-01-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NPL/61-TW/2020, complete genome"
MT066175,29870,Taiwan,2020-01-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU01/TWN/human/2020, complete genome"
MT066176,29870,Taiwan,2020-02-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU02/TWN/human/2020, complete genome"
MT044258,29858,USA: CA,2020-01-27,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA6/2020, complete genome"
MT044257,29882,USA: IL,2020-01-28,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-IL2/2020, complete genome"
MT049951,29903,China: Yunnan,2020-01-17,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Yunnan-01/2020, complete genome"
MT039887,29879,USA: WI,2020-01-31,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-WI1/2020, complete genome"
MT039888,29882,USA: MA,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-MA1/2020, complete genome"
MT039890,29903,South Korea,2020-01,"Severe acute respiratory syndrome coronavirus 2 isolate SNU01, complete genome"
MT039873,29833,China: Hangzhou,2020-01-20,"Severe acute respiratory syndrome coronavirus 2 isolate HZ-1, complete genome"
MT027062,29882,USA: CA,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA3/2020, complete genome"
MT027063,29882,USA: CA,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA4/2020, complete genome"
MT027064,29882,USA: CA,2020-01-29,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA5/2020, complete genome"
MT019530,29889,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-02/2019, complete genome"
MT019531,29899,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-03/2019, complete genome"
MT020881,29882,USA: WA,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-WA1-F6/2020, complete genome"
MT019533,29883,China: Wuhan,2020-01-01,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-05/2020, complete genome"
MT019529,29899,China: Wuhan,2019-12-23,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-01/2019, complete genome"
MT019532,29890,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-04/2019, complete genome"
MT020880,29882,USA: WA,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-WA1-A12/2020, complete genome"
MT007544,29893,Australia: Victoria,2020-01-25,"Severe acute respiratory syndrome coronavirus 2 isolate Australia/VIC01/2020, complete genome"
MN996530,29854,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate WIV06, complete genome"
MN996531,29857,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate WIV07, complete genome"
MN996527,29825,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate WIV02, complete genome"
MN996528,29891,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate WIV04, complete genome"
MN996529,29852,China: Wuhan,2019-12-30,"Severe acute respiratory syndrome coronavirus 2 isolate WIV05, complete genome"
MN997409,29882,USA: AZ,2020-01-22,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-AZ1/2020, complete genome"
MN994468,29883,USA: CA,2020-01-22,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA2/2020, complete genome"
MN988668,29881,China,2020-01-02,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV WHU01, complete genome"
MN988669,29881,China,2020-01-02,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV WHU02, complete genome"
MN994467,29882,USA: CA,2020-01-23,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA1/2020, complete genome"
MN988713,29882,USA: Illinois,2020-01-21,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-IL1/2020, complete genome"
MN938384,29838,China: Shenzhen,2020-01-10,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-002a_2020, complete genome"
MN975262,29891,China,2020-01-11,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-005b_2020, complete genome"
MN985325,29882,USA,2020-01-19,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-WA1/2020, complete genome"
MN908947,29903,China,2019-12,"Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome"
